filepath,filename,category,text_length,total_skills,skills_found,skills_frequency,top_skills,education_info,cgpa,percentage,num_education,has_education,has_marks
../DATA/data/ADVOCATE/16332348.pdf,16332348.pdf,Advocate,12106,3,"excel, communication, problem solving","{""excel"": 5, ""communication"": 1, ""problem solving"": 1}","excel, communication, problem solving","M | a | s | t | e | r | e | d |   | P | o | i | n | t |   | o | f |   | S | a | l | e |   | ( | P | O | S | ) |   | c | o | m | p | u | t | e | r |   | s | y | s | t | e | m |   | f | o | r |   | a | u | t | o | m | a | t | e | d |   | o | r | d | e | r |   | t | a | k | i | n | g | . |   | | |   | E | d | u | c | a | t | i | o | n |   | | |   | M | a | s | t | e | r | s |   | o | f |   | S | c | i | e | n | c | e |   | | |   | S | a | i | n | t |   | J | o | s | e | p | h | s |   | U | n | i | v | e | r | s | i | t | y |   | | |   | M | a | s | t | e | r | s |   | o | f |   | S | c | i | e | n | c | e | , |   | C | r | i | m | i | n | a | l |   | J | u | s | t | i | c | e |   | 2 | 0 | 1 | 2 | - | 2 | 0 | 1 | 3 |   | S | a | i | n | t |   | | |   | J | o | s | e | p | h | s |   | U | n | i | v | e | r | s | i | t | y | , |   | P | h | i | l | a | d | e | l | p | h | i | a | , |   | P | A |   | 3 | . | 8 | 5 | G | P | A |   | | |   | B | a | c | h | e | l | o | r |   | o | f |   | A | r | t | s |   | | |   | R | o | w | a | n |   | U | n | i | v | e | r | s | i | t | y |   | | |   | B | a | c | h | e | l | o | r |   | o | f |   | A | r | t | s | , |   | L | a | w |   | a | n | d |   | J | u | s | t | i | c | e |   | 2 | 0 | 1 | 0 | - | 2 | 0 | 1 | 2 |   | R | o | w | a | n |   | U | n | i | v | e | r | s | i | t | y | , |   | G | l | a | s | s | b | o | r | o | , |   | N | J |   | 3 | . | 3 | G | P | A |   | | |   | C | u | m | b | e | r | l | a | n | d |   | C | o | u | n | t | y |   | C | o | l | l | e | g | e |   | | |   | H | o | m | e | l | a | n | d |   | S | e | c | u | r | i | t | y |   | 2 | 0 | 0 | 8 | - | 2 | 0 | 1 | 0 |   | C | u | m | b | e | r | l | a | n | d |   | C | o | u | n | t | y |   | C | o | l | l | e | g | e | , |   | V | i | n | e | l | a | n | d | , |   | N | J |   | 3 | . | 8 |   | G | P | A | , |   | D | e | a | n | s |   | L | i | s | t | , |   | S | u | m | m | a |   | C | u | m |   | L | a | u | d | e",,,492,1,0
../DATA/data/ADVOCATE/17021141.pdf,17021141.pdf,Advocate,5973,1,excel,"{""excel"": 3}",excel,E | d | u | c | a | t | i | o | n |   | a | n | d |   | T | r | a | i | n | i | n | g |   | | |   | U | n | i | v | e | r | s | i | t | y |   | o | f |   | P | h | o | e | n | i | x |   | | |   | M | a | s | t | e | r |   | o | f |   | B | u | s | i | n | e | s | s |   | A | d | m | i | n | i | s | t | r | a | t | i | o | n |   | | |   | G | P | A | : |   | | |   | G | P | A | : |   | 3 | . | 8 | 7 | / | 4 | . | 0 | 0 |   | | |   | G | P | A | : |   | 3 | . | 8 | 7 | / | 4 | . | 0 | 0 |   | | |   | U | n | i | v | e | r | s | i | t | y |   | o | f |   | P | h | o | e | n | i | x |   | | |   | B | a | c | h | e | l | o | r |   | o | f |   | S | c | i | e | n | c | e |   | | |   | G | P | A | : |   | 3 | . | 9 | 6 | / | 4 | . | 0 | 0 |   | | |   | U | n | i | v | e | r | s | i | t | y |   | o | f |   | P | h | o | e | n | i | x |   | | |   | G | P | A | : |   | | |   | G | P | A | : |   | 3 | . | 9 | 7 | / | 4 | . | 0 |   | | |   | G | P | A | : |   | 3 | . | 9 | 7 | / | 4 | . | 0,,,249,1,0
../DATA/data/ADVOCATE/17165107.pdf,17165107.pdf,Advocate,4071,1,excel,"{""excel"": 1}",excel,"f | o | c | u | s |   | i | n |   | h | e | a | l | t | h |   | e | d | u | c | a | t | i | o | n | , |   | c | l | i | n | i | c | a | l |   | n | u | t | r | i | t | i | o | n |   | a | n | d |   | e | x | e | r | c | i | s | e |   | p | h | y | s | i | o | l | o | g | y | . |   | | |   | E | d | u | c | a | t | i | o | n |   | a | n | d |   | T | r | a | i | n | i | n | g |   | | |   | M | a | s | t | e | r |   | o | f |   | S | c | i | e | n | c | e |   | | |   | N | e | w |   | Y | o | r | k |   | C | h | i | r | o | p | r | a | c | t | i | c |   | C | o | l | l | e | g | e |   | | |   | O | u | t | s | t | a | n | d | i | n | g |   | A | c | a | d | e | m | i | c |   | A | c | h | i | e | v | e | m | e | n | t | , |   | o | v | e | r | a | l | l |   | G | P | A |   | 4 | . | 0 |   | | |   | M | a | s | t | e | r |   | o | f |   | S | c | i | e | n | c | e |   | | |   | S | t | a | t | e |   | U | n | i | v | e | r | s | i | t | y |   | o | f |   | N | e | w |   | Y | o | r | k |   | a | t |   | B | u | f | f | a | l | o |   | | |   | O | u | t | s | t | a | n | d | i | n | g |   | A | c | a | d | e | m | i | c |   | A | c | h | i | e | v | e | m | e | n | t | , |   | o | v | e | r | a | l | l |   | G | P | A |   | 3 | . | 8 | 7 |   | | |   | B | a | c | h | e | l | o | r |   | o | f |   | A | r | t | s |   | | |   | S | t | a | t | e |   | U | n | i | v | e | r | s | i | t | y |   | o | f |   | N | e | w |   | Y | o | r | k |   | a | t |   | G | e | n | e | s | e | o |   | | |   | A | m | e | r | i | c | a | n |   | C | o | l | l | e | g | e |   | o | f |   | S | p | o | r | t | s |   | M | e | d | i | c | i | n | e |   | R | e | g | i | s | t | e | r | e | d |   | C | l | i | n | i | c | a | l |   | E | x | e | r | c | i | s | e |   | P | h | y | s | i | o | l | o | g | i | s | t |   | | |   | A | m | e | r | i | c | a | n |   | C | o | l | l | e | g | e |   | o | f |   | S | p | o | r | t | s |   | M | e | d | i | c | i | n | e |   | C | e | r | t | i | f | i | e | d |   | C | a | n | c | e | r |   | E | x | e | r | c | i | s | e |   | T | r | a | i | n | e | r |   | | |   | A | m | e | r | i | c | a | n |   | C | o | l | l | e | g | e |   | o | f |   | S | p | o | r | t | s |   | M | e | d | i | c | i | n | e |   | C | e | r | t | i | f | i | e | d |   | P | e | r | s | o | n | a | l |   | T | r | a | i | n | e | r",,,592,1,0
../DATA/data/ADVOCATE/17254634.pdf,17254634.pdf,Advocate,5778,2,"excel, aws","{""excel"": 2, ""aws"": 1}","excel, aws",E | d | u | c | a | t | i | o | n |   | a | n | d |   | T | r | a | i | n | i | n | g |   | | |   | R | a | s | m | u | s | s | e | n |   | C | o | l | l | e | g | e |   | | |   | G | P | A | : |   | | |   | G | P | A | : |   | 3 | . | 5 | 8 |   | D | e | a | n | ' | s |   | l | i | s | t |   | a | w | a | r | d | e | e | : |   | 4 |   | c | o | n | s | e | c | u | t | i | v | e |   | | |   | T | w | o | - | y | e | a | r |   | P | h | a | r | m | a | c | y |   | T | e | c | h | n | i | c | i | a | n |   | p | r | o | g | r | a | m |   | w | h | i | c | h |   | i | n | c | l | u | d | e | d |   | b | o | t | h |   | p | h | a | r | m | a | c | y |   | b | a | s | e | d |   | a | n | d |   | g | e | n | e | r | a | l |   | e | d | u | c | a | t | i | o | n |   | c | o | u | r | s | e | s | . |   | | |   | G | P | A | : |   | 3 | . | 5 | 8 |   | D | e | a | n | ' | s |   | l | i | s | t |   | a | w | a | r | d | e | e | : |   | 4 |   | c | o | n | s | e | c | u | t | i | v | e |   | q | u | a | r | t | e | r | s | .,,,258,1,0
../DATA/data/ADVOCATE/17847636.pdf,17847636.pdf,Advocate,4945,3,"excel, communication, aws","{""excel"": 5, ""communication"": 2, ""aws"": 2}","excel, communication, aws",f | o | r |   | a | d | v | a | n | c | e | m | e | n | t |   | a | n | d |   | c | o | n | t | i | n | u | e | d |   | e | d | u | c | a | t | i | o | n | a | l |   | t | r | a | i | n | i | n | g | . |   | | |   | S | c | a | n | n | i | n | g |   | a | n | d |   | i | n | d | e | x | i | n | g |   | s | u | p | p | o | r | t | i | n | g |   | I | 9 |   | d | o | c | u | m | e | n | t | s |   | M | a | n | u | a | l |   | e | n | t | r | y |   | o | f |   | I | 9 |   | i | n | f | o | r | m | a | t | i | o | n |   | i | n | t | o |   | H | e | a | t |   | A | p | p | l | i | c | a | t | i | o | n |   | P | r | e | p | p | i | n | g |   | a | n | d |   | S | o | r | t | i | n | g |   | E | d | u | c | a | t | i | o | n |   | | |   | E | d | u | c | a | t | i | o | n |   | a | n | d |   | T | r | a | i | n | i | n | g |   | | |   | B | r | y | a | n | t |   | & |   | S | t | r | a | t | t | o | n |   | C | o | l | l | e | g | e |   | | |   | C | o | n | t | i | n | u | i | n | g |   | e | d | u | c | a | t | i | o | n |   | i | n |   | M | e | d | i | c | a | l |   | C | o | d | i | n | g |   | & |   | R | e | i | m | b | u | r | s | e | m | e | n | t |   | | |   | E | v | e | r | e | s | t |   | C | o | l | l | e | g | e,,,311,1,0
../DATA/data/ADVOCATE/17911230.pdf,17911230.pdf,Advocate,5914,1,excel,"{""excel"": 1}",excel,E | d | u | c | a | t | i | o | n |   | a | n | d |   | T | r | a | i | n | i | n | g |   | | |   | L | i | f | e |   | C | o | a | c | h |   | C | o | l | l | e | g | e |   | | |   | B | a | c | h | e | l | o | r |   | o | f |   | S | c | i | e | n | c | e |   | | |   | R | o | b | e | r | t |   | M | o | r | r | i | s |   | U | n | i | v | e | r | s | i | t | y,,,92,1,0
../DATA/data/ADVOCATE/18090899.pdf,18090899.pdf,Advocate,6046,3,"communication, excel, project management","{""communication"": 6, ""excel"": 4, ""project management"": 2}","communication, excel, project management",E | d | u | c | a | t | i | o | n |   | | |   | B | a | c | h | e | l | o | r |   | o | f |   | A | r | t | s |   | | |   | E | m | o | r | y |   | U | n | i | v | e | r | s | i | t | y |   | | |   | U | n | i | v | e | r | s | i | t | y |   | o | f |   | P | i | t | t | s | b | u | r | g | h,,,74,1,0
../DATA/data/ADVOCATE/18725071.pdf,18725071.pdf,Advocate,5580,2,"aws, excel","{""aws"": 3, ""excel"": 1}","aws, excel","M | o | t | i | v | a | t | e | d | , |   | e | n | t | h | u | s | i | a | s | t | i | c | , |   | r | e | s | p | o | n | s | i | b | l | e |   | a | n | d |   | g | o | a | l | - | o | r | i | e | n | t | e | d |   | y | o | u | n | g |   | e | d | u | c | a | t | o | r |   | s | e | e | k | i | n | g |   | n | e | w |   | o | p | p | o | r | t | u | n | i | t | i | e | s |   | i | n |   | e | d | u | c | a | t | i | o | n |   | a | n | d |   | e | d | u | c | a | t | i | o | n | a | l |   | b | a | c | k | g | r | o | u | n | d |   | o | f |   | | |   | D | e | v | e | l | o | p |   | i | n | d | i | v | i | d | u | a | l |   | e | d | u | c | a | t | i | o | n | a | l |   | p | l | a | n | s |   | ( | I | E | P | s | ) |   | d | e | s | i | g | n | e | d |   | t | o |   | p | r | o | m | o | t | e |   | s | t | u | d | e | n | t | s | ' |   | e | d | u | c | a | t | i | o | n | a | l | , |   | p | h | y | s | i | c | a | l | , |   | o | r |   | s | o | c | i | a | l |   | d | e | v | e | l | o | p | m | e | n | t | . |   | | |   | C | o | n | f | e | r |   | w | i | t | h |   | p | a | r | e | n | t | s | , |   | a | d | m | i | n | i | s | t | r | a | t | o | r | s | , |   | t | e | s | t | i | n | g |   | s | p | e | c | i | a | l | i | s | t | s | , |   | s | o | c | i | a | l |   | w | o | r | k | e | r | s | , |   | o | r |   | o | t | h | e | r |   | p | r | o | f | e | s | s | i | o | n | a | l | s |   | t | o |   | d | e | v | e | l | o | p |   | i | n | d | i | v | i | d | u | a | l |   | e | d | u | c | a | t | i | o | n |   | p | l | a | n | s |   | ( | I | E | P | s | ) | . |   | | |   | M | o | d | i | f | y |   | t | h | e |   | g | e | n | e | r | a | l |   | k | i | n | d | e | r | g | a | r | t | e | n |   | o | r |   | e | l | e | m | e | n | t | a | r | y |   | e | d | u | c | a | t | i | o | n |   | c | u | r | r | i | c | u | l | u | m |   | f | o | r |   | s | p | e | c | i | a | l | - | n | e | e | d | s |   | s | t | u | d | e | n | t | s | . |   | | |   | C | o | n | f | e | r |   | w | i | t | h |   | p | a | r | e | n | t | s | , |   | a | d | m | i | n | i | s | t | r | a | t | o | r | s | , |   | t | e | s | t | i | n | g |   | s | p | e | c | i | a | l | i | s | t | s | , |   | s | o | c | i | a | l |   | w | o | r | k | e | r | s | , |   | o | r |   | o | t | h | e | r |   | p | r | o | f | e | s | s | i | o | n | a | l | s |   | t | o |   | d | e | v | e | l | o | p |   | i | n | d | i | v | i | d | u | a | l |   | e | d | u | c | a | t | i | o | n |   | p | l | a | n | s |   | ( | I | E | P | s | ) | . |   | | |   | D | e | v | e | l | o | p |   | i | n | d | i | v | i | d | u | a | l |   | e | d | u | c | a | t | i | o | n | a | l |   | p | l | a | n | s |   | ( | I | E | P | s | ) |   | d | e | s | i | g | n | e | d |   | t | o |   | p | r | o | m | o | t | e |   | s | t | u | d | e | n | t | s | ' |   | e | d | u | c | a | t | i | o | n | a | l | , |   | p | h | y | s | i | c | a | l | , |   | o | r |   | s | o | c | i | a | l |   | d | e | v | e | l | o | p | m | e | n | t | . |   | | |   | C | o | n | f | e | r |   | w | i | t | h |   | p | a | r | e | n | t | s | , |   | a | d | m | i | n | i | s | t | r | a | t | o | r | s | , |   | t | e | s | t | i | n | g |   | s | p | e | c | i | a | l | i | s | t | s | , |   | s | o | c | i | a | l |   | w | o | r | k | e | r | s | , |   | o | r |   | o | t | h | e | r |   | p | r | o | f | e | s | s | i | o | n | a | l | s |   | t | o |   | d | e | v | e | l | o | p |   | i | n | d | i | v | i | d | u | a | l |   | e | d | u | c | a | t | i | o | n |   | p | l | a | n | s |   | ( | I | E | P | s | ) | . |   | | |   | D | e | v | e | l | o | p |   | i | n | d | i | v | i | d | u | a | l |   | e | d | u | c | a | t | i | o | n | a | l |   | p | l | a | n | s |   | ( | I | E | P | s | ) |   | d | e | s | i | g | n | e | d |   | t | o |   | p | r | o | m | o | t | e |   | s | t | u | d | e | n | t | s | ' |   | e | d | u | c | a | t | i | o | n | a | l | , |   | p | h | y | s | i | c | a | l | , |   | o | r |   | s | o | c | i | a | l |   | d | e | v | e | l | o | p | m | e | n | t | . |   | | |   | D | i | f | f | e | r | e | n | t | i | a | t | e | d |   | i | n | s | t | r | u | c | t | i | o | n |   | a | c | c | o | r | d | i | n | g |   | t | o |   | s | t | u | d | e | n | t |   | a | b | i | l | i | t | y |   | a | n | d |   | s | k | i | l | l |   | l | e | v | e | l | . | E | n | c | o | u | r | a | g | e | d |   | p | a | r | e | n | t | s |   | t | o |   | t | a | k | e |   | a | n |   | a | c | t | i | v | e |   | r | o | l | e |   | i | n |   | t | h | e | i | r |   | c | h | i | l | d | ' | s |   | e | d | u | c | a | t | i | o | n | . |   | | |   | D | e | v | e | l | o | p |   | i | n | d | i | v | i | d | u | a | l |   | e | d | u | c | a | t | i | o | n | a | l |   | p | l | a | n | s |   | ( | I | E | P | s | ) |   | d | e | s | i | g | n | e | d |   | t | o |   | p | r | o | m | o | t | e |   | s | t | u | d | e | n | t | s | ' |   | e | d | u | c | a | t | i | o | n | a | l | , |   | p | h | y | s | i | c | a | l | , |   | o | r |   | s | o | c | i | a | l |   | d | e | v | e | l | o | p | m | e | n | t | . |   | | |   | C | o | n | f | e | r |   | w | i | t | h |   | p | a | r | e | n | t | s | , |   | a | d | m | i | n | i | s | t | r | a | t | o | r | s | , |   | t | e | s | t | i | n | g |   | s | p | e | c | i | a | l | i | s | t | s | , |   | s | o | c | i | a | l |   | w | o | r | k | e | r | s | , |   | o | r |   | o | t | h | e | r |   | p | r | o | f | e | s | s | i | o | n | a | l | s |   | t | o |   | d | e | v | e | l | o | p |   | i | n | d | i | v | i | d | u | a | l |   | e | d | u | c | a | t | i | o | n |   | p | l | a | n | s |   | ( | I | E | P | s | ) | . |   | | |   | B | a | c | h | e | l | o | r | s |   | D | e | g | r | e | e |   | i | n |   | P | s | y | c | h | o | l | o | g | y |   | a | n | d |   | S | o | c | i | o | l | o | g | y |   | | |   | M | a | s | t | e | r | ' | s |   | i | n |   | S | c | h | o | o | l |   | A | d | m | i | n | i | s | t | r | a | t | i | o | n | / | S | u | p | e | r | v | i | s | i | o | n |   | | |   | 4 | 5 | + |   | h | o | u | r | s |   | o | f |   | M | a | s | t | e | r | s |   | l | e | v | e | l |   | c | o | u | r | s | e |   | i | n |   | s | c | h | o | o | l |   | c | o | u | n | s | e | l | i | n | g |   | | |   | C | e | r | t | i | f | i | e | d |   | i | n |   | S | p | e | c | i | a | l |   | E | d | u | c | a | t | i | o | n |   | K | - | 1 | 2 |   | | |   | E | d | u | c | a | t | i | o | n |   | | |   | M | a | s | t | e | r |   | o | f |   | E | d | u | c | a | t | i | o | n |   | | |   | L | I | B | E | R | T | Y |   | U | N | I | V | E | R | S | I | T | Y |   | | |   | G | P | A | : |   | | |   | G | P | A | : |   | 3 | . | 5 | 7 |   | | |   | G | P | A | : |   | 3 | . | 5 | 7 |   | | |   | B | a | c | h | e | l | o | r |   | o | f |   | A | r | t | s |   | | |   | N | O | R | T | H |   | C | A | R | O | L | I | N | A |   | W | E | S | L | E | Y | A | N |   | C | O | L | L | E | G | E |   | | |   | G | P | A | : |   | | |   | G | P | A | : |   | 2 | . | 7 | 2 |   | | |   | P | s | y | c | h | o | l | o | g | y | / | S | o | c | i | o | l | o | g | y |   | G | P | A | : |   | 2 | . | 7 | 2 |   | | |   | M | a | s | t | e | r |   | o | f |   | E | d | u | c | a | t | i | o | n |   | S | c | h | o | o | l |   | A | d | m | i | n | i | s | t | r | a | t | i | o | n |   | | |   | C | A | M | B | R | I | D | G | E |   | C | O | L | L | E | G | E |   | | |   | G | P | A | : |   | | |   | G | P | A | : |   | 3 | . | 8 | 2 |   | | |   | G | P | A | : |   | 3 | . | 8 | 2 |   | | |   | H | i | g | h |   | S | c | h | o | o | l |   | D | i | p | l | o | m | a",,,1945,1,0
../DATA/data/ADVOCATE/18997135.pdf,18997135.pdf,Advocate,4487,2,"excel, communication","{""excel"": 2, ""communication"": 1}","excel, communication","B | r | i | n | g |   | c | o | n | c | e | r | n | s |   | a | b | o | u | t |   | t | h | e |   | c | h | i | l | d | ' | s |   | h | e | a | l | t | h | , |   | e | d | u | c | a | t | i | o | n | , |   | m | e | n | t | a | l |   | h | e | a | l | t | h | , |   | e | t | c | . |   | t | o |   | t | h | e |   | a | p | p | r | o | p | r | i | a | t | e |   | p | r | o | f | e | s | s | i | o | n | a | l | s | . |   | | |   | E | d | u | c | a | t | i | o | n |   | | |   | I | n | d | i | a | n | a |   | U | n | i | v | e | r | s | i | t | y |   | B | l | o | o | m | i | n | g | t | o | n |   | | |   | B | a | c | h | e | l | o | r |   | o | f |   | S | c | i | e | n | c | e |   | | |   | G | P | A | : |   | | |   | G | P | A | : |   | | |   | I | n | t | e | r | n | a | t | i | o | n | a | l |   | B | u | s | i | n | e | s | s |   | a | n | d |   | E | c | o | n | o | m | i | c | s |   | c | o | u | r | s | e | w | o | r | k",,,236,1,0
../DATA/data/ADVOCATE/19063156.pdf,19063156.pdf,Advocate,16789,3,"sql, excel, team leadership","{""sql"": 4, ""excel"": 4, ""team leadership"": 1}","sql, excel, team leadership",E | d | u | c | a | t | i | o | n |   | | |   | M | e | s | a |   | C | o | m | m | u | n | i | t | y |   | C | o | l | l | e | g | e |   | | |   | M | e | s | a |   | C | o | m | m | u | n | i | t | y |   | C | o | l | l | e | g | e,,,59,1,0
../DATA/data/ADVOCATE/19108760.pdf,19108760.pdf,Advocate,8484,2,"communication, project management","{""communication"": 1, ""project management"": 1}","communication, project management","C | a | s | e |   | m | a | n | a | g | e | m | e | n | t | , |   | p | r | o | v | i | d | i | n | g |   | t | r | e | a | t | m | e | n | t | s | , |   | a | n | d |   | p | a | t | i | e | n | t | / | c | a | r | e | g | i | v | e | r |   | e | d | u | c | a | t | i | o | n |   | r | e | l | a | t | e | d |   | t | o |   | w | o | u | n | d |   | c | a | r | e |   | m | a | n | a | g | e | m | e | n | t | . |   | | |   | M | a | i | n | t | a | i | n |   | r | e | l | a | t | i | o | n | s | h | i | p | s |   | w | i | t | h |   | k | e | y |   | a | r | e | a |   | p | h | a | r | m | a | c | i | e | s |   | a | n | d |   | s | u | p | p | o | r | t |   | t | h | e |   | p | h | a | r | m | a | c | i | s | t |   | b | y |   | p | r | o | v | i | d | i | n | g |   | d | i | s | c | o | u | n | t | s | , |   | e | d | u | c | a | t | i | o | n | a | l |   | i | n | f | o | r | m | a | t | i | o | n |   | a | n | d |   | u | p | d | a | t | e | d |   | | |   | D | i | r | e | c | t | e | d |   | a | n |   | a | g | g | r | e | s | s | i | v | e |   | r | i | s | k |   | m | a | n | a | g | e | m | e | n | t |   | & |   | p | a | t | i | e | n | t |   | e | d | u | c | a | t | i | o | n |   | p | r | o | g | r | a | m |   | f | o | r |   | w | e | i | g | h | t |   | l | o | s | s |   | m | e | d | i | c | a | t | i | o | n | , |   | a | n | d |   | i | n | i | t | i | a | t | e | d |   | g | r | o | w | t | h |   | i | n |   | a |   | t | e | r | r | i | t | o | r | y |   | s | e | v | e | r | e | l | y |   | | |   | E | d | u | c | a | t | i | o | n |   | | |   | M | a | s | t | e | r |   | o | f |   | P | u | b | l | i | c |   | A | d | m | i | n | i | s | t | r | a | t | i | o | n |   | | |   | F | A | I | R | L | E | I | G | H |   | D | I | C | K | I | N | S | O | N |   | U | N | I | V | E | R | S | I | T | Y |   | | |   | H | e | a | l | t | h |   | C | a | r | e |   | A | d | m | i | n | i | s | t | r | a | t | i | o | n |   | G | r | a | d | u | a | t | e | d |   | S | u | m | m | a |   | C | u | m |   | L | a | u | d | e |   | | |   | M | a | s | t | e | r |   | o | f |   | A | d | m | i | n | i | s | t | r | a | t | i | v | e |   | S | c | i | e | n | c | e |   | | |   | B | a | c | h | e | l | o | r |   | o | f |   | A | r | t | s |   | | |   | U | N | I | V | E | R | S | I | T | Y |   | | |   | M | a | s | t | e | r | s |   | o | f |   | I | n | f | o | r | m | a | t | i | o | n |   | a | n | d |   | L | i | b | r | a | r | y |   | S | c | i | e | n | c | e |   | | |   | V | i | l | l | a | n | o | v | a |   | U | n | i | v | e | r | s | i | t | y |   | | |   | M | a | s | t | e | r |   | C | e | r | t | i | f | i | c | a | t | e | s |   | - |   | H | u | m | a | n |   | R | e | s | o | u | r | c | e | s | / |   | | |   | V | i | l | l | a | n | o | v | a |   | U | n | i | v | e | r | s | i | t | y |   | | |   | H | O | N | O | R | S |   | S | O | C | I | E | T | Y | - |   | F | a | i | r | l | e | i | g | h |   | D | i | c | k | i | n | s | o | n |   | U | n | i | v | e | r | s | i | t | y |   | S | p | e | c | i | a | l |   | A | c | h | i | e | v | e | m | e | n | t |   | A | w | a | r | d | s |   | i | n",,,795,1,0
../DATA/data/ADVOCATE/19234823.pdf,19234823.pdf,Advocate,7451,3,"excel, communication, problem solving","{""excel"": 3, ""communication"": 1, ""problem solving"": 1}","excel, communication, problem solving",E | d | u | c | a | t | i | o | n |   | | |   | B | a | c | h | e | l | o | r |   | o | f |   | B | u | s | i | n | e | s | s |   | A | d | m | i | n | i | s | t | r | a | t | i | o | n |   | | |   | N | o | r | t | h |   | C | a | r | o | l | i | n | a |   | C | e | n | t | r | a | l |   | U | n | i | v | e | r | s | i | t | y,,,83,1,0
../DATA/data/ADVOCATE/19518606.pdf,19518606.pdf,Advocate,5173,3,"problem solving, communication, team leadership","{""problem solving"": 2, ""communication"": 1, ""team leadership"": 1}","problem solving, communication, team leadership","E | d | u | c | a | t | i | o | n |   | | |   | P | i | m | a |   | C | o | m | m | u | n | i | t | y |   | C | o | l | l | e | g | e |   | | |   | P | i | m | a |   | C | o | m | m | u | n | i | t | y |   | C | o | l | l | e | g | e |   | C | e | r | t | i | f | i | c | a | t | e | , |   | S | y | s | t | e | m | s |   | A | d | m | i | n | i | s | t | r | a | t | i | o | n | / | N | e | t | w | o | r | k | s | , |   | 2 | 0 | 1 | 5 |   | - |   | P | r | e | s | e | n | t |   | | |   | G | P | A | : |   | 3 | . | 8",,,131,1,0
../DATA/data/ADVOCATE/19926135.pdf,19926135.pdf,Advocate,5163,3,"excel, communication, problem solving","{""excel"": 2, ""communication"": 1, ""problem solving"": 1}","excel, communication, problem solving","E | d | u | c | a | t | i | o | n |   | a | n | d |   | T | r | a | i | n | i | n | g |   | | |   | P | r | a | i | r | i | e |   | S | t | a | t | e |   | J | r | . |   | C | o | l | l | e | g | e |   | | |   | G | o | v | e | r | n | o | r | ' | s |   | S | t | a | t | e |   | U | n | i | v | e | r | s | i | t | y |   | | |   | B | a | c | h | e | l | o | r |   | o | f |   | H | e | a | l | t | h |   | A | d | m | i | n | i | s | t | r | a | t | i | o | n |   | | |   | G | o | v | e | r | n | o | r | s |   | S | t | a | t | e |   | U | n | i | v | e | r | s | i | t | y |   | | |   | G | P | A | : |   | | |   | D | e | v | e | l | o | p | e | d |   | a |   | w | o | r | k | i | n | g |   | k | n | o | w | l | e | d | g | e |   | o | f |   | t | h | e |   | c | o | n | t | i | n | u | i | n | g |   | m | e | d | i | c | a | l |   | e | d | u | c | a | t | i | o | n |   | d | e | p | a | r | t | m | e | n | t |   | p | r | o | c | e | s | s | e | s |   | a | n | d |   | f | u | n | c | t | i | o | n | s |   | a | t |   | A | d | v | o | c | a | t | e |   | S | o | u | t | h |   | S | u | b | u | r | b | a | n |   | | |   | H | e | l | p | e | d |   | t | o |   | c | o | o | r | d | i | n | a | t | e |   | a | n | d | / | o | r |   | a | c | t | i | v | e | l | y |   | p | a | r | t | i | c | i | p | a | t | e |   | i | n |   | v | a | r | i | o | u | s |   | e | d | u | c | a | t | i | o | n | a | l |   | p | r | o | g | r | a | m | s | , |   | m | e | e | t | i | n | g | s | , |   | a | n | d |   | l | u | n | c | h | e | o | n | s |   | f | o | r |   | t | h | e |   | m | e | d | i | c | a | l |   | s | t | a | f | f | . |   | | |   | c | o | m | m | u | n | i | t | y |   | e | d | u | c | a | t | i | o | n |   | p | r | o | j | e | c | t | s |   | t | o |   | f | o | s | t | e | r |   | w | i | d | e | s | p | r | e | a | d |   | u | n | d | e | r | s | t | a | n | d | i | n | g |   | o | f |   | t | h | e |   | p | r | e | v | e | n | t | i | o | n |   | a | n | d |   | t | r | e | a | t | m | e | n | t |   | o | f |   | i | l | l | n | e | s | s | e | s | . | I | n | c | o | r | p | o | r | a | t | e | d |   | e | v | i | d | e | n | c | e | - | b | a | s | e | d |   | c | a | r | e |   | | |   | M | e | m | b | e | r | , |   | H | e | a | l | t | h | c | a | r | e |   | A | d | m | i | n | i | s | t | r | a | t | i | o | n | , |   | S | H | C | M | A | , |   | G | o | v | e | r | n | o | r | s |   | S | t | a | t | e |   | U | n | i | v | e | r | s | i | t | y | , |   | 2 | 0 | 1 | 2 |   | - |   | P | r | e | s | e | n | t",,,644,1,0
